Indicator Code,Indicator Name,Aggregation method,Dataset,General comments,License Type,License URL,Long definition,Periodicity,Referenceperiod,Short definition,Source,Topic,Unit of measure,Relatedindicators,Development relevance,Limitations and exceptions,Notes from original source,Statistical concept and methodology,Otherweblinks,BasePeriod,Othernotes,Previous Indicator Name,DataQuality,Derivationmethod,Relatedsourcelinks
fin14a1.d.2,"""Used a mobile phone or the internet to send money, male (% age 15+)""",Weighted average,Global Findex,2021 variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report using a mobile phone or the Internet to send money to a relative or friend in the past year, male (% age 15+)""",Triennial,2021 variable,"""The percentage of respondents who report using a mobile phone or the Internet to send money to a relative or friend in the past year, male (% age 15+)""",Global Findex database,Technology,Percent,,,,,,,,,,,,
fin14b.t.d,Used a mobile phone or the internet to buy something online (% age 15+),Weighted average,Global Findex,Time series variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year.,Triennial,2021,The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year.,Global Findex database,Technology,Percent,,,,,,,,,,,,
fin14b.t.d.1,"""Used a mobile phone or the internet to buy something online, female (% age 15+)""",Weighted average,Global Findex,Time series variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year, female (% age 15+)""",Triennial,2021,"""The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year, female (% age 15+)""",Global Findex database,Technology,Percent,,,,,,,,,,,,
fin14b.t.d.2,"""Used a mobile phone or the internet to buy something online, male (% age 15+)""",Weighted average,Global Findex,Time series variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year, male (% age 15+)""",Triennial,2021,"""The percentage of respondents who report using a mobile phone or the Internet to buy something online in the past year, male (% age 15+)""",Global Findex database,Technology,Percent,,,,,,,,,,,,
fin14c2,Made a digital online payment for an online purchase for the first time after COVID-19 started (% age 15+),Weighted average,Global Findex,2021 variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,The percentage of respondents who report that they used the internet to buy something online for the first time after COVID-19 started.,Triennial,2021 variable,The percentage of respondents who report that they used the internet to buy something online for the first time after COVID-19 started.,Global Findex database,Technology,Percent,,,,,,,,,,,,
fin15.t.d.2017,"""Saved to start, operate, or expand a farm or business (% age 15+)""",Weighted average,Global Findex,2017 variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business.""",Triennial,2017,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business.""",Global Findex database,Entrepreneurship,Percent,,,,,,,,,,,,
fin15.t.d.2017.1,"""Saved to start, operate, or expand a farm or business, female (% age 15+)""",Weighted average,Global Findex,2017 variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business, female (% age 15+)""",Triennial,2017,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business, female (% age 15+)""",Global Findex database,Entrepreneurship,Percent,,,,,,,,,,,,
fin15.t.d.2017.2,"""Saved to start, operate, or expand a farm or business, male (% age 15+)""",Weighted average,Global Findex,2017 variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business, male (% age 15+)""",Triennial,2017,"""The percentage of respondents who report saving or setting aside any money in the past year to start, operate, or expand a farm or business, male (% age 15+)""",Global Findex database,Entrepreneurship,Percent,,,,,,,,,,,,
fin16.t.d,Saved for old age (% age 15+),Weighted average,Global Findex,Time series variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,The percentage of respondents who report saving or setting aside any money in the past year for old age.,Triennial,2021,The percentage of respondents who report saving or setting aside any money in the past year for old age.,Global Findex database,Assets,Percent,,,,,,,,,,,,
fin16.t.d.1,"""Saved for old age, female (% age 15+)""",Weighted average,Global Findex,Time series variables,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"""The percentage of respondents who report saving or setting aside any money in the past year for old age, female (% age 15+)""",Triennial,2021,"""The percentage of respondents who report saving or setting aside any money in the past year for old age, female (% age 15+)""",Global Findex database,Assets,Percent,,,,,,,,,,,,
